incident_number,converted response,avg response
18007792,4.25,
18007793,,
18007793,,
18007795,6.383333333,
18007795,2.95,
18007797,9.483333333,
18007798,12.96666667,
18007798,,
18007799,6.033333333,
18007799,2.966666667,
18007800,25.78333333,
18007801,3.583333333,
18007801,4.966666667,
18007802,6.666666667,
18007802,3.85,
18007803,35.38333333,
18007803,3.783333333,
18007804,0,
18007804,10.2,
18007804,,
18007805,5.216666667,
18007805,7.85,
18007806,4.966666667,
18007806,,
18007806,5.683333333,
18007806,4.416666667,
18007806,4.7,
18007806,,
18007806,6.5,
18007807,8.133333333,
18007807,4.3,
18007807,,
18007808,7.65,
18007808,2.833333333,
18007809,7.1,
18007809,3.616666667,
18007810,4.133333333,
18007810,5.05,
18007810,3.7,
18007811,,
18007811,2.083333333,
18007811,5.8,
18007812,4.333333333,
18007812,6.3,
18007813,,
18007813,4.483333333,
18007813,,
18007813,0.683333333,
18007814,,
18007814,22.53333333,
18007816,6.6,
18007816,2.366666667,
18007816,3.266666667,
18007817,9.166666667,
18007818,1.95,
18007818,14.58333333,
18007819,28.36666667,
18007819,4.333333333,
18007820,4.583333333,
18007820,,
18007820,2.1,
18007821,15.66666667,
18007822,17.6,
18007822,,
18007823,3.75,
18007823,,
18007823,4.266666667,
18007825,,
18007825,10.58333333,
18007825,6.216666667,
18007826,10.08333333,
18007827,5.133333333,
18007827,6.016666667,
18007828,4.383333333,
18007829,,
18007829,7.616666667,
18007830,2.516666667,
18007830,,
18007833,10.03333333,
18007833,17.36666667,
18007834,16.33333333,
18007835,23.01666667,
18007836,2.383333333,
18007836,10.53333333,
18007837,5.916666667,
18007837,12.88333333,
18007838,6.95,
18007838,4.483333333,
18007839,3.416666667,
18007839,3.2,
18007840,5.066666667,
18007840,0,
18007841,11.55,
18007841,2.933333333,
18007842,7.333333333,
18007843,3.583333333,
18007843,5.433333333,
18007843,6.6,
18007843,2.916666667,
18007843,2.9,
18007843,,
18007843,,
18007843,5.75,
18007843,,
18007843,4.966666667,
18007845,2.466666667,
18007845,3.716666667,
18007846,3.35,
18007846,,
18007846,3.366666667,
18007848,12.83333333,
18007849,8.933333333,
18007849,5.533333333,
18007850,9.55,
18007851,5.583333333,
18007851,2.533333333,
18007852,11.2,
18007853,2.4,
18007853,4.466666667,
18007854,10,
18007854,2.766666667,
18007855,2.4,
18007855,3.216666667,
18007856,,
18007856,,
18007857,6.183333333,
18007858,3.25,
18007858,3.683333333,
18007858,3.966666667,
18007859,4.616666667,
18007859,5.416666667,
18007859,4.116666667,
18007860,9.7,
18007861,3.1,
18007861,2.6,
18007862,6.95,
18007863,6.016666667,
18007863,5.516666667,
18007865,,
18007865,,
18007865,7.383333333,
18007865,3.3,
18007868,7.016666667,
18007869,5.633333333,
18007869,7.483333333,
18007870,2.733333333,
18007870,4,
18007871,11.21666667,
18007872,6.466666667,
18007872,3.366666667,
18007873,7.733333333,
18007874,13.75,
18007874,7.5,
18007875,3.483333333,
18007875,7.516666667,
18007876,3.266666667,
18007876,6.916666667,
18007876,,
18007877,3.683333333,
18007877,6.766666667,
18007878,3.633333333,
18007878,6.966666667,
18007879,7.516666667,
18007880,7.766666667,
18007881,43.85,
18007881,3.483333333,
18007882,3.533333333,
18007882,4.35,
18007883,,
18007883,0.883333333,
18007885,5.666666667,
18007885,3.016666667,
18007886,3.766666667,
18007886,7.933333333,
18007888,9,
18007888,,
18007889,5.566666667,
18007889,2.25,
18007890,7.2,
18007891,8.55,
18007892,1.633333333,
18007892,,
18007892,3.433333333,
18007893,9.216666667,
18007894,4.933333333,
18007894,2.866666667,
18007895,5.8,
18007896,7.633333333,
18007896,5.133333333,
18007897,8.8,
18007898,6.4,
18007898,4.95,
18007898,5.066666667,
18007898,3.683333333,
18007898,3.95,
18007898,,
18007899,5.516666667,
18007899,,
18007899,4.483333333,
18007900,6.383333333,
18007900,9.85,
18007901,9.55,
18007901,,
18007902,,
18007902,3.4,
18007904,6.183333333,
18007904,4.833333333,
18007905,5.5,
18007906,14.85,
18007907,5.1,
18007907,3.616666667,
18007909,5.683333333,
18007909,2.9,
18007911,4.983333333,
18007911,,
18007912,3.133333333,
18007912,,
18007913,0.733333333,
18007913,,
18007914,6.55,
18007914,,
18007915,9.2,
18007916,5.383333333,
18007916,6.683333333,
18007917,5.716666667,
18007918,8.766666667,
18007918,3.416666667,
18007919,12.51666667,
18007920,4.533333333,
18007920,4.9,
18007921,3.05,
18007921,,
18007921,3.05,
18007922,3.783333333,
18007922,5.266666667,
18007923,19.56666667,
18007924,13.86666667,
18007925,4.85,
18007925,4.216666667,
18007926,,
18007926,4.6,
18007927,5.533333333,
18007927,3.516666667,
18007928,4.566666667,
18007928,,
18007930,4.133333333,
18007930,3.733333333,
18007931,13.53333333,
18007932,10.63333333,
18007932,,
18007933,9.7,
18007933,4.65,
18007934,9.85,
18007934,,
18007935,5.8,
18007935,11.16666667,
18007936,3.15,
18007936,3.466666667,
18007937,,
18007937,2.1,
18007937,9.916666667,
18007938,2.983333333,
18007938,3.95,
18007938,4.416666667,
18007939,1.233333333,
18007939,2.1,
18007939,,
18007941,3.683333333,
18007941,9.516666667,
18007942,12.73333333,
18007943,17.9,
18007945,5.45,
18007945,,
18007946,4.95,
18007946,4.683333333,
18007947,2.95,
18007947,,
18007947,3.3,
18007948,10.33333333,
18007949,4.833333333,
18007949,,
18007950,6.5,
18007951,10.41666667,
18007951,0,
18007953,7.833333333,
18007954,15.98333333,
18007955,,
18007955,4.4,
18007956,10.75,
18007957,,
18007957,0.333333333,
18007958,4.883333333,
18007958,5.466666667,
18007958,9.283333333,
18007959,8.916666667,
18007959,,
18007960,7.233333333,
18007960,5.5,
18007961,,
18007961,,
18007962,,
18007962,6.166666667,
18007963,4.8,
18007963,16.86666667,
18007964,7.7,
18007964,12.48333333,
18007965,4.483333333,
18007965,3.95,
18007966,10.28333333,
18007967,4.316666667,
18007967,,
18007968,5.2,
18007968,,
18007968,6.4,
18007969,7.6,
18007969,,
18007969,4.35,
18007969,,
18007970,7.166666667,
18007970,3.833333333,
18007970,6.333333333,
18007971,5.433333333,
18007972,17.63333333,
18007973,,
18007973,3.033333333,
18007974,12.16666667,
18007975,,
18007975,2.533333333,
18007976,5.2,
18007976,5.466666667,
18007977,,
18007977,2.7,
18007977,,
18007977,2.7,
18007977,,
18007977,,
18007977,3.55,
18007977,3.483333333,
18007977,,
18007977,3.616666667,
18007979,,
18007979,,
18007979,4.733333333,
18007979,4.4,
18007979,4.1,
18007979,,
18007979,3.816666667,
18007979,,
18007979,,
18007979,,
18007980,10.4,
18007981,6.416666667,
18007982,,
18007982,,
18007983,10.31666667,
18007983,2.983333333,
18007983,4.533333333,
18007984,7.383333333,
18007984,5.833333333,
18007985,8.85,
18007986,9.983333333,
18007986,10.5,
18007987,4.683333333,
18007987,8.333333333,
18007988,7.05,
18007989,,
18007989,1.55,
18007990,4.75,
18007990,5.5,
18007991,,
18007991,,
18007991,2.8,
18007991,4.866666667,
18007992,5.883333333,
18007992,5.033333333,
18007993,8.033333333,
18007993,7.933333333,
18007995,4.233333333,
18007995,,
18007995,,
18007996,2.966666667,
18007996,32.25,
18007997,7.033333333,
18007997,7.033333333,
18007997,6.766666667,
18007999,4.633333333,
18007999,8.05,
18008000,3.983333333,
18008000,2.05,
18008003,6.966666667,
18008004,7.583333333,
18008005,0.516666667,
18008005,2.816666667,
18008005,0,
18008006,6.883333333,
18008006,4.666666667,
18008007,8.366666667,
18008007,1.15,
18008008,,
18008008,6.1,
18008009,19.31666667,
18008010,7.05,
18008011,4.9,
18008011,3.2,
18008012,1.75,
18008012,4.033333333,
18008012,,
18008014,5.833333333,
18008014,0.95,
18008015,,
18008015,6.983333333,
18008016,5.133333333,
18008016,,
18008017,6.583333333,
18008017,2.883333333,
18008019,13.21666667,
18008019,3.966666667,
18008020,4.316666667,
18008020,5.25,
18008021,6.933333333,
18008022,12.11666667,
18008023,3.866666667,
18008024,5.4,
18008025,5.1,
18008025,8.383333333,
18008026,,
18008026,32.9,
18008029,,
18008030,2.216666667,
18008030,0.066666667,
18008030,5.4,
18008030,,
18008030,4.05,
18008031,,
18008031,,
18008031,0.816666667,
18008032,15.81666667,
18008033,8.733333333,
18008034,,
18008034,3.8,
18008034,,
18008035,,
18008035,6.666666667,
18008035,,
18008035,5.833333333,
18008036,,
18008036,,
18008038,4.966666667,
18008038,2.65,
18008039,9.666666667,
18008039,4.766666667,
18008039,8.566666667,
18008039,4.716666667,
18008039,7.583333333,
18008040,6.433333333,
18008040,4.783333333,
18008041,0,
18008041,0,
18008041,0,
18008042,5.333333333,
18008042,6.966666667,
18008043,4.55,
18008043,3.283333333,
18008043,,
18008045,4.7,
18008045,3.85,
18008046,5.9,
18008046,6.55,
18008047,7.616666667,
18008048,1.95,
18008048,,
18008049,4.833333333,
18008050,4.75,
18008050,2.416666667,
18008051,2.666666667,
18008051,3.616666667,
18008052,4.816666667,
18008052,4.066666667,
18008052,4.033333333,
18008052,7.866666667,
18008052,3.616666667,
18008052,,
18008053,,
18008053,3.9,
18008053,,
18008053,2.916666667,
18008054,5.033333333,
18008055,,
18008055,7.066666667,
18008056,4.583333333,
18008056,3.983333333,
18008056,4.183333333,
18008057,,
18008057,,
18008057,,
18008057,,
18008058,9.15,
18008059,2.816666667,
18008059,,
18008060,2.333333333,
18008060,5.8,
18008061,4.85,
18008061,7.816666667,
18008062,4.533333333,
18008062,6.65,
18008063,21.43333333,
18008064,3.166666667,
18008064,6.9,
18008065,6.433333333,
18008065,,
18008066,12.95,
18008067,2.5,
18008067,5.5,
18008068,10.68333333,
18008069,24.6,
18008070,3.933333333,
18008070,6.683333333,
18008071,5.05,
18008071,10.26666667,
18008072,5.033333333,
18008072,6.066666667,
18008073,5.583333333,
18008074,,
18008076,12.11666667,
18008078,3.516666667,
18008080,5.716666667,
18008080,5.233333333,
18008081,3.316666667,
18008081,,
18008081,5.683333333,
18008083,2.966666667,
18008083,4.15,
18008083,22.08333333,
18008084,,
18008084,2.916666667,
18008085,10.16666667,
18008085,3.183333333,
18008086,3.733333333,
18008086,3.483333333,
18008087,17.26666667,
18008088,,
18008088,2.283333333,
18008089,8.25,
18008089,12.65,
18008090,21.15,
18008091,,
18008091,3.966666667,
18008091,3.116666667,
18008092,6.233333333,
18008092,5.25,
18008093,4.05,
18008093,,
18008093,6.616666667,
18008094,20.63333333,
18008095,28.56666667,
18008097,4.116666667,
18008097,5.466666667,
18008099,5.116666667,
18008099,,
18008099,1.433333333,
18008099,,
18008100,,
18008100,3.033333333,
18008100,,
18008101,3.333333333,
18008101,1.733333333,
18008103,,
18008103,,
18008103,2.1,
18008103,,
18008103,1.75,
18008103,1.716666667,
18008105,3.633333333,
18008105,4.233333333,
18008106,4.166666667,
18008107,2.416666667,
18008107,,
18008107,3.866666667,
18008108,5.433333333,
18008108,17.65,
18008109,,
18008109,,
18008109,4.7,
18008110,,
18008111,6.716666667,
18008111,,
18008112,15.91666667,
18008113,8.366666667,
18008114,,
18008114,2.316666667,
18008115,5.2,
18008115,5.816666667,
18008116,8,
18008116,,
18008117,,
18008117,2.516666667,
18008117,4.15,
18008118,4.75,
18008118,4.583333333,
18008118,,
18008119,7.716666667,
18008119,7.116666667,
18008120,,
18008120,2.283333333,
18008120,2.4,
18008121,6.85,
18008121,,
18008122,6.816666667,
18008122,1.833333333,
18008122,,
18008124,10.55,
18008125,11.68333333,
18008125,7.233333333,
18008126,4.55,
18008126,4.35,
18008126,3.866666667,
18008127,2.083333333,
18008128,19.5,
18008129,2.95,
18008129,,
18008129,3.016666667,
18008130,11.85,
18008131,4.583333333,
18008132,2.733333333,
18008132,2.266666667,
18008132,2.183333333,
18008133,7.1,
18008133,8.983333333,
18008134,4.183333333,
18008134,3.25,
18008134,23.06666667,
18008135,10.03333333,
18008135,0.416666667,
18008136,2.266666667,
18008136,10.36666667,
18008137,3.416666667,
18008137,4.7,
18008137,,
18008139,,
18008139,3.3,
18008140,12.66666667,
18008141,5.55,
18008141,8.066666667,
18008142,2,
18008142,3.45,
18008143,,
18008143,,
18008143,,
18008143,1.666666667,
18008143,,
18008143,,
18008143,3.833333333,
18008143,3.45,
18008143,,
18008143,,
18008144,10.7,
18008145,10.65,
18008146,4.65,
18008146,6.233333333,
18008147,7.766666667,
18008147,4.933333333,
18008148,3.766666667,
18008148,7.033333333,
18008149,,
18008149,,
18008149,3.516666667,
18008150,13.86666667,
18008151,,
18008151,15.48333333,
18008152,4.633333333,
18008152,2.883333333,
18008153,7.933333333,
18008153,5.633333333,
18008154,8,
18008154,14.25,
18008155,6.6,
18008155,,
18008156,10.65,
18008156,,
18008157,6.633333333,
18008157,2.233333333,
18008157,,
18008158,4.35,
18008158,3.95,
18008159,,
18008159,3.866666667,
18008160,7.183333333,
18008160,2.516666667,
18008161,11.75,
18008161,8.933333333,
18008161,3.516666667,
18008161,,
18008161,2.3,
18008161,14.48333333,
18008161,,
18008163,3.216666667,
18008163,,
18008165,,
18008165,4.1,
18008167,15.61666667,
18008167,5.716666667,
18008167,1.733333333,
18008167,9.366666667,
18008167,5.933333333,
18008168,3.366666667,
18008168,2.716666667,
18008168,3.783333333,
18008169,19.21666667,
18008169,4.6,
18008171,2.55,
18008171,3.366666667,
18008172,4.466666667,
18008172,4.633333333,
18008172,6.6,
18008173,4.05,
18008173,2.316666667,
18008174,,
18008174,8.3,
18008174,2.783333333,
18008175,3.183333333,
18008175,3.35,
18008175,3.05,
18008176,12.43333333,
18008177,13.58333333,
18008179,1.366666667,
18008179,5.1,
18008179,,
18008181,8.75,
18008181,3.7,
18008182,4.25,
18008182,7.766666667,
18008184,,
18008184,,
18008184,,
18008184,3.416666667,
18008184,3.4,
18008184,,
18008185,4.9,
18008185,5.733333333,
18008185,2.95,
18008186,4.85,
18008186,4.9,
18008186,,
18008187,17.23333333,
18008187,,
18008189,3.833333333,
18008189,4.05,
18008190,13.63333333,
18008190,10.65,
18008190,,
18008192,13.36666667,
18008193,,
18008193,7.9,
18008193,9.5,
18008194,15.01666667,
18008194,,
18008195,5.2,
18008195,4.083333333,
18008195,5.083333333,
18008196,13.56666667,
18008200,0,
18008200,,
18008201,17.88333333,
18008201,19.66666667,
18008202,3.016666667,
18008202,0.533333333,
18008203,,
18008203,16.5,
18008204,3.6,
18008204,4.133333333,
18008205,12.18333333,
18008205,,
18008206,4.083333333,
18008206,4.9,
18008207,2.266666667,
18008207,20.68333333,
18008208,13.53333333,
18008209,7.4,
18008209,10.8,
18008210,5.083333333,
18008210,3.05,
18008210,3.316666667,
18008211,,
18008211,,
18008211,3.233333333,
18008211,,
18008211,0.166666667,
18008211,2.35,
18008211,,
18008211,5.166666667,
18008212,4.15,
18008212,2.833333333,
18008213,,
18008213,,
18008213,5.416666667,
18008213,6.533333333,
18008213,,
18008213,4.016666667,
18008213,,
18008213,4.85,
18008213,4.3,
18008213,3.983333333,
18008213,6.483333333,
18008215,3.866666667,
18008215,6.133333333,
18008215,2.966666667,
18008216,9.583333333,
18008216,22.53333333,
18008216,,
18008216,,
18008216,4.816666667,
18008216,6.9,
18008216,6.383333333,
18008216,4.916666667,
18008217,10.45,
18008218,7.55,
18008218,1.85,
18008218,5.566666667,
18008219,3.6,
18008219,6.35,
18008219,3.533333333,
18008220,,
18008220,,
18008220,2.533333333,
18008221,5.416666667,
18008221,,
18008221,,
18008221,3.716666667,
18008221,,
18008221,1.7,
18008221,,
18008221,,
18008221,,
18008221,2.916666667,
18008222,8.416666667,
18008223,14.43333333,
18008223,,
18008224,3.333333333,
18008224,5.033333333,
18008225,,
18008225,2.433333333,
18008225,2.783333333,
18008226,,
18008227,6.733333333,
18008227,3.433333333,
18008229,0,
18008229,16.48333333,
18008230,7.6,
18008230,15.61666667,
18008232,5.983333333,
18008232,6.633333333,
18008233,9.533333333,
18008233,4.866666667,
18008234,2.783333333,
18008234,3.5,
18008234,,
18008237,1.883333333,
18008238,3.85,
18008238,,
18008239,12.9,
18008239,,
18008240,7.383333333,
18008240,3.416666667,
18008240,9.033333333,
18008241,6.033333333,
18008241,12.5,
18008242,9.433333333,
18008243,3.283333333,
18008243,17.8,
18008244,2.466666667,
18008244,4.15,
18008245,10.73333333,
18008246,2.083333333,
18008246,3.016666667,
18008246,4.716666667,
18008247,5.883333333,
18008247,5.083333333,
18008247,,
18008247,,
18008247,,
18008247,,
18008247,,
18008247,,
18008247,,
18008247,2.966666667,
18008249,3.433333333,
18008249,5.466666667,
18008249,4.133333333,
18008250,10.41666667,
18008251,3.516666667,
18008252,4.583333333,
18008252,3.933333333,
18008252,,
18008253,,
18008253,,
18008254,11.11666667,
18008255,6.633333333,
18008255,3.966666667,
18008256,0.2,
18008257,9.266666667,
18008257,5.6,
18008259,,
18008259,18.18333333,
18008259,10.96666667,
18008260,17.61666667,
18008260,,
18008261,,
18008261,3.883333333,
18008262,7.316666667,
18008262,25.33333333,
18008263,,
18008263,9.383333333,
18008263,3.066666667,
18008263,,
18008264,22.31666667,
18008265,10.21666667,
18008266,12.55,
18008266,19.4,
18008267,2.583333333,
18008267,2.183333333,
18008267,2.433333333,
18008268,11.45,
18008269,6.466666667,
18008269,1.05,
18008270,9.033333333,
18008270,3.533333333,
18008270,4.1,
18008271,,
18008271,10.16666667,
18008272,,
18008272,10.91666667,
18008273,10.08333333,
18008273,3.983333333,
18008274,10.03333333,
18008275,4.6,
18008275,4.433333333,
18008276,10.21666667,
18008277,,
18008277,,
18008278,4.516666667,
18008278,4.366666667,
18008279,4.566666667,
18008279,2.25,
18008279,,
18008280,15.58333333,
18008281,12.16666667,
18008282,8.283333333,
18008282,20.55,
18008282,9.483333333,
18008282,5.883333333,
18008283,8.933333333,
18008283,8.15,
18008284,,
18008284,4.283333333,
18008285,4.4,
18008285,1.916666667,
18008286,6.583333333,
18008287,3.366666667,
18008287,16.71666667,
18008288,4.75,
18008288,3.35,
18008289,18.16666667,
18008289,5.416666667,
18008290,6.383333333,
18008290,,
18008291,5.733333333,
18008291,9.5,
18008292,3.6,
18008292,5.9,
18008294,3.466666667,
18008294,4.35,
18008296,,
18008296,5.033333333,
18008296,5.2,
18008298,8.533333333,
18008298,6.65,
18008299,0,
18008299,2.55,
18008299,4.6,
18008300,9.516666667,
18008301,4.583333333,
18008301,2.55,
18008303,4.783333333,
18008303,9.45,
18008304,3.133333333,
18008304,4.483333333,
18008305,2.05,
18008305,,
18008305,2.25,
18008305,7.85,
18008307,,
18008307,3.75,
18008308,8.25,
18008308,7.016666667,
18008309,0.016666667,
18008309,,
18008309,,
18008309,3.533333333,
18008309,2.883333333,
18008309,,
18008310,2.3,
18008310,,
18008310,9.25,
18008311,11.11666667,
18008312,3.833333333,
18008312,3.733333333,
18008312,3.35,
18008313,12.11666667,
18008313,,
18008314,17.63333333,
18008315,18.66666667,
18008317,6.616666667,
18008317,3.05,
18008318,3.266666667,
18008319,9.483333333,
18008320,,
18008321,7.433333333,
18008321,6.4,
18008322,24,
18008322,1.783333333,
18008323,14.61666667,
18008324,5.066666667,
18008324,8.166666667,
18008324,4.916666667,
18008324,,
18008325,10.23333333,
18008326,6.3,
18008326,4.933333333,
18008329,13.5,
18008330,10.06666667,
18008330,4.966666667,
18008330,4.35,
18008331,4.333333333,
18008332,6.266666667,
18008332,,
18008333,,
18008333,7.416666667,
18008334,4.233333333,
18008334,4.75,
18008335,15.3,
18008336,3.316666667,
18008336,3.916666667,
18008337,10.66666667,
18008338,2.85,
18008338,0.75,
18008339,4.616666667,
18008339,3.516666667,
18008339,4.566666667,
18008340,5.55,
18008340,5.716666667,
18008342,18.83333333,
18008342,3.183333333,
18008343,0,
18008343,2.133333333,
18008344,5,
18008344,3.516666667,
18008345,6.533333333,
18008345,5.5,
18008346,4.633333333,
18008346,5.566666667,
18008347,,
18008347,,
18008348,14.98333333,
18008348,4.2,
18008349,11.56666667,
18008349,6.75,
18008350,6.533333333,
18008350,14,
18008351,3.916666667,
18008351,11.88333333,
18008352,2.7,
18008352,4.683333333,
18008353,5.416666667,
18008353,4.733333333,
18008354,4.633333333,
18008354,,
18008355,3.05,
18008355,3.8,
18008356,3.916666667,
18008356,3.75,
18008357,4.7,
18008357,6.616666667,
18008358,,
18008358,5.583333333,
18008358,0,
18008359,8.05,
18008360,4.233333333,
18008360,5.233333333,
18008361,5.6,
18008362,,
18008362,8.883333333,
18008363,3.55,
18008363,,
18008364,,
18008364,7.033333333,
18008365,,
18008365,1.95,
18008366,,
18008366,3.233333333,
18008367,2.716666667,
18008367,5.166666667,
18008367,,
18008367,4.35,
18008368,,
18008368,4.016666667,
18008368,3.266666667,
18008369,11,
18008370,6.383333333,
18008370,6.983333333,
18008371,18.36666667,
18008371,5.55,
18008371,1.516666667,
18008372,9.833333333,
18008374,15.98333333,
18008375,14.43333333,
18008376,0,
18008377,14.83333333,
18008377,7.183333333,
18008378,20.1,
18008379,5.35,
18008379,7.266666667,
18008380,10.66666667,
18008381,2.683333333,
18008381,,
18008381,4.25,
18008381,,
18008381,,
18008381,,
18008381,3.133333333,
18008381,,
18008381,,
18008381,3.316666667,
18008381,3.633333333,
18008382,6.2,
18008382,5.933333333,
18008382,5.283333333,
18008383,4.266666667,
18008383,,
18008384,8.116666667,
18008385,11.86666667,
18008386,3.116666667,
18008386,,
18008387,0,
18008388,10.01666667,
18008389,5.433333333,
18008390,18.65,
18008391,7.983333333,
18008392,6.966666667,
18008393,2.366666667,
18008394,7.6,
18008395,8.683333333,
18008395,6.516666667,
18008396,12.98333333,
18008397,3.233333333,
18008397,4.65,
18008398,,
18008398,,
18008399,3.216666667,
18008399,4.616666667,
18008399,,
18008400,23.25,
18008401,17.53333333,
18008401,,
18008402,15.08333333,
18008403,3.35,
18008403,4.25,
18008404,,
18008404,3.816666667,
18008404,4.5,
18008405,6.8,
18008405,6.133333333,
18008405,,
18008406,,
18008406,,
18008406,5.133333333,
18008406,3.666666667,
18008406,4.583333333,
18008406,,
18008406,4.366666667,
18008407,8.15,
18008407,,
18008407,5.25,
18008408,4.016666667,
18008409,6.883333333,
18008410,,
18008410,13.55,
18008411,11.38333333,
18008412,9.483333333,
18008413,6.9,
18008413,5.1,
18008413,2.816666667,
18008414,5.083333333,
18008414,12.13333333,
18008415,3.983333333,
18008415,,
18008416,21.45,
18008417,6,
18008417,7.1,
18008418,13.13333333,
18008419,12.8,
18008420,3.216666667,
18008420,4.2,
18008421,3.683333333,
18008421,5.816666667,
18008422,2.983333333,
18008423,9.833333333,
18008423,8.1,
18008424,6.9,
18008424,6.7,
18008425,12.78333333,
18008426,7.583333333,
18008426,5.066666667,
18008427,16.26666667,
18008428,15.63333333,
18008428,,
18008429,4.5,
18008429,4.033333333,
18008430,2.466666667,
18008430,3.716666667,
18008431,13.46666667,
18008432,10,
18008433,6.683333333,
18008433,5.133333333,
18008433,3.95,
18008434,7.633333333,
18008434,30.11666667,
18008435,1.2,
18008435,6.233333333,
18008435,,
18008435,3.75,
18008436,6.383333333,
18008437,,
18008437,4.15,
18008437,8.866666667,
18008438,3.033333333,
18008438,5.133333333,
18008438,,
18008438,,
18008439,3.8,
18008439,,
18008440,4.6,
18008440,,
18008440,5.633333333,
18008441,11.68333333,
18008441,9.533333333,
18008442,5.133333333,
18008442,8.35,
18008443,4.066666667,
18008443,5,
18008444,,
18008444,1.866666667,
18008445,15.45,
18008446,19.1,
18008446,5.166666667,
18008447,4.766666667,
18008447,0,
18008447,,
18008448,,
18008448,5.083333333,
18008448,3.3,
18008448,,
18008448,2.466666667,
18008448,4.7,
18008448,4.766666667,
18008448,3.733333333,
18008448,,
18008448,6.2,
18008448,,
18008449,4.216666667,
18008449,4.1,
18008450,19.9,
18008451,0.266666667,
18008452,,
18008452,8.95,
18008452,,
18008452,5.566666667,
18008452,4.683333333,
18008452,,
18008452,,
18008452,4.616666667,
18008452,2.583333333,
18008452,1.5,
18008452,,
18008452,1.5,
18008453,,
18008453,4.383333333,
18008453,0.866666667,
18008453,,
18008454,16,
18008455,9.783333333,
18008455,8.35,
18008456,3.5,
18008456,,
18008457,2.95,
18008457,12.25,
18008459,31.7,
18008460,2.6,
18008460,2.833333333,
18008460,2.816666667,
18008461,17.88333333,
18008462,11.4,
18008463,38.98333333,
18008464,15.65,
18008465,,
18008465,4.933333333,
18008466,2.433333333,
18008466,4.216666667,
18008466,3.966666667,
18008467,4.666666667,
18008467,,
18008468,4.1,
18008468,4.666666667,
18008469,8,
18008469,32.7,
18008470,4.966666667,
18008470,2.983333333,
18008470,2.416666667,
18008471,7.95,
18008472,8.333333333,
18008473,4.416666667,
18008473,8.066666667,
18008474,,
18008474,4.166666667,
18008475,8.5,
18008475,10.66666667,
18008476,11.28333333,
18008476,2.55,
18008477,3.25,
18008477,4.516666667,
18008477,4.033333333,
18008478,,
18008478,2.166666667,
18008478,4.116666667,
18008479,7.366666667,
18008479,4.516666667,
18008480,1.1,
18008480,,
18008480,,
18008482,4.033333333,
18008482,17.41666667,
18008483,1.816666667,
18008484,5.75,
18008484,,
18008485,5.583333333,
18008485,4.5,
18008486,4.483333333,
18008486,4.666666667,
18008487,5.55,
18008487,3.4,
18008488,4.866666667,
18008488,0.383333333,
18008489,8.916666667,
18008490,5.183333333,
18008491,14.95,
18008492,4.15,
18008492,3.85,
18008493,3,
18008493,7.233333333,
18008495,8.45,
18008495,3.816666667,
18008496,10.63333333,
18008497,4.566666667,
18008497,2.883333333,
18008498,2.65,
18008498,2.516666667,
18008498,3.183333333,
18008499,2.433333333,
18008500,13.66666667,
18008501,7.233333333,
18008501,4.466666667,
18008502,6.733333333,
18008502,5.666666667,
18008503,,
18008503,8.333333333,
18008503,3.9,
18008504,10.33333333,
18008504,6.166666667,
18008505,6.416666667,
18008505,25.45,
18008506,5.483333333,
18008507,0,
18008508,,
18008508,4.283333333,
18008508,,
18008508,5.166666667,
18008509,3.95,
18008509,3.85,
18008510,7.2,
18008511,5.583333333,
18008511,6.8,
18008513,21.58333333,
18008513,23.5,
18008514,,
18008515,,
18008515,3.25,
18008516,3.933333333,
18008516,,
18008517,8.55,
18008518,3.716666667,
18008518,5.566666667,
18008519,6.366666667,
18008519,4.75,
18008520,6.083333333,
18008521,,
18008521,,
18008521,,
18008521,4.066666667,
18008521,2.616666667,
18008521,,
18008521,,
18008521,3.266666667,
18008521,,
18008521,,
18008522,5.383333333,
18008522,6.616666667,
18008523,12.21666667,
18008523,5.616666667,
18008524,10.86666667,
18008525,0,
18008525,1.883333333,
18008525,4.966666667,
18008526,6.783333333,
18008526,14.11666667,
18008527,29.88333333,
18008527,15.08333333,
18008528,15.06666667,
18008530,4.45,
18008531,11.43333333,
18008531,2.65,
18008531,,
18008532,21.75,
18008532,,
18008534,,
18008534,2.6,
18008534,6.916666667,
18008535,4.4,
18008535,2.766666667,
18008536,14.5,
18008537,24.36666667,
18008537,35.5,
18008538,,
18008538,,
18008538,4.35,
18008539,,
18008539,4.3,
18008539,,
18008540,10.98333333,
18008540,6.283333333,
18008540,7.616666667,
18008542,,
18008542,2.75,
18008542,12.16666667,
18008543,2.833333333,
18008543,16.6,
18008544,3.833333333,
18008544,6.8,
18008544,6.883333333,
18008546,10.1,
18008546,4,
18008547,17.11666667,
18008547,,
18008549,,
18008549,3.5,
18008549,2.916666667,
18008550,2.2,
18008550,6.183333333,
18008550,,
18008551,9.1,
18008551,13.11666667,
18008552,1.383333333,
18008552,0,
18008553,4.783333333,
18008553,14.78333333,
18008554,2.866666667,
18008554,1.866666667,
18008554,,
18008555,,
18008555,31.35,
18008556,,
18008556,11.4,
18008557,4.4,
18008557,5.016666667,
18008558,4.85,
18008558,,
18008559,6.5,
18008559,8.283333333,
18008561,15.16666667,
18008561,,
18008562,,
18008562,10.11666667,
18008562,3.1,
18008563,19.03333333,
18008563,,
18008564,,
18008564,,
